date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:53:59	17627/17627	---M-Z	200	added ('OK')	application/x-javascript	etag:%2244db-660b6972-6adcbf48a39704c0;gz%22	https://bidenerc.site/app/js/app.js	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/app/js/app.js	(from https://bidenerc.site/)
12:54:02	4863/4863	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212ff-660b6974-cb62098ea07b8e3d;gz%22	https://bidenerc.site/app/js/jquery.easing.js	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/app/js/jquery.easing.js	(from https://bidenerc.site/)
12:54:05	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22379f-cNv9OKDx/DsafZ+tq1h4ZITDTxc%22	https://unpkg.com/aos@2.3.1/dist/aos.js	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/unpkg.com/aos@2.3.1/dist/aos.js	(from https://bidenerc.site/)
12:54:06	1448/1448	---M-Z	200	added ('OK')	application/x-javascript	etag:%225a8-660b6975-2b334e69af5bd8fa;gz%22	https://bidenerc.site/app/js/parallax.js	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/app/js/parallax.js	(from https://bidenerc.site/)
12:54:07	21203/21203	---M-Z	200	added ('OK')	application/x-javascript	etag:%2252d3-660b6975-91090e9d31f5d3f2;gz%22	https://bidenerc.site/app/js/jquery.magnific-popup.min.js	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/app/js/jquery.magnific-popup.min.js	(from https://bidenerc.site/)
12:54:10	5420/5420	---M-Z	200	added ('OK')	application/x-javascript	etag:%22152c-660b6973-3bd57edb8b4fb97c;gz%22	https://bidenerc.site/app/js/count-down.js	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/app/js/count-down.js	(from https://bidenerc.site/)
12:54:10	63473/63473	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f7f1-660b6973-8ba00c833145cfe0;gz%22	https://bidenerc.site/app/js/bootstrap.min.js	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/app/js/bootstrap.min.js	(from https://bidenerc.site/)
12:54:15	2907/2907	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b5b-660b6974-66a21da8a5a747d1;gz%22	https://bidenerc.site/app/js/countto.js	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/app/js/countto.js	(from https://bidenerc.site/)
12:54:20	43260/43260	---M--	200	added ('OK')	application/x-font-woff	etag:%22a8fc-660b696c-904096c7695e3202;;;%22	https://bidenerc.site/assets/font/GeneralSans-Bold.otf	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/GeneralSans-Bold.otf	(from https://bidenerc.site/app/dist/app.css)
12:54:20	4068/4068	---M--	200	added ('OK')	image/png	etag:%22fe4-660b69c5-46059385f63d55ee;;;%22	https://bidenerc.site/assets/images/backgroup/bg_pagetitle.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_pagetitle.png	(from https://bidenerc.site/app/dist/app.css)
12:54:20	2128/2128	---M-Z	200	added ('OK')	application/x-javascript	etag:%22850-660b6973-619de0fb8a446f49;gz%22	https://bidenerc.site/app/js/chart.js	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/app/js/chart.js	(from https://bidenerc.site/)
12:54:21	1502/1502	---M--	200	added ('OK')	image/png	etag:%225de-660b69c4-e42e3ba4dda039c7;;;%22	https://bidenerc.site/assets/images/backgroup/bg_countdown.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_countdown.png	(from https://bidenerc.site/app/dist/app.css)
12:54:23	16482/16482	---M--	200	added ('OK')	image/jpeg	etag:%224062-660b69c3-959ca03206b729fc;;;%22	https://bidenerc.site/assets/images/backgroup/bg-slider3.jpg	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg-slider3.jpg	(from https://bidenerc.site/app/dist/app.css)
12:54:24	2185/2185	---M--	200	added ('OK')	image/png	etag:%22889-660b69c5-ff3dcc8ad972447b;;;%22	https://bidenerc.site/assets/images/backgroup/bg_img_team_3.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_img_team_3.png	(from https://bidenerc.site/app/dist/app.css)
12:54:26	5281/5281	---M--	200	added ('OK')	image/png	etag:%2214a1-660b69c5-36c3e230e573e2bc;;;%22	https://bidenerc.site/assets/images/backgroup/bg_img_team_4.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_img_team_4.png	(from https://bidenerc.site/app/dist/app.css)
12:54:26	2326/2326	---M--	200	added ('OK')	image/png	etag:%22916-660b69c5-ef5fe2dad2d1427c;;;%22	https://bidenerc.site/assets/images/backgroup/bg_post.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_post.png	(from https://bidenerc.site/app/dist/app.css)
12:54:26	6682/6682	---M--	200	added ('OK')	image/png	etag:%221a1a-660b69c5-4b1cf653c51115aa;;;%22	https://bidenerc.site/assets/images/backgroup/bg_login.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_login.png	(from https://bidenerc.site/app/dist/app.css)
12:54:28	1681/1681	---M--	200	added ('OK')	image/png	etag:%22691-660b69c5-3ac102b0e5175769;;;%22	https://bidenerc.site/assets/images/backgroup/bg_link_1.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_link_1.png	(from https://bidenerc.site/app/dist/app.css)
12:54:30	7323/7323	---M--	200	added ('OK')	image/png	etag:%221c9b-660b69c5-75cc300b711a4ab9;;;%22	https://bidenerc.site/assets/images/backgroup/bg_login_2.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_login_2.png	(from https://bidenerc.site/app/dist/app.css)
12:54:35	1644/1644	---M--	200	added ('OK')	image/png	etag:%2266c-660b69c5-646497cd9ea15d18;;;%22	https://bidenerc.site/assets/images/backgroup/bg_link_2.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_link_2.png	(from https://bidenerc.site/app/dist/app.css)
12:54:37	1667/1667	---M--	200	added ('OK')	image/png	etag:%22683-660b69cd-ddbb851aaa94a138;;;%22	https://bidenerc.site/assets/images/common/project_1.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/project_1.png	(from https://bidenerc.site/app/dist/app.css)
12:54:42	546/546	---M--	200	added ('OK')	image/png	etag:%22222-660b69c9-bd8458b1a585c79b;;;%22	https://bidenerc.site/assets/images/common/bg_text.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/bg_text.png	(from https://bidenerc.site/app/dist/app.css)
12:54:42	490/490	---M--	200	added ('OK')	image/png	etag:%221ea-660b69c9-b1cc7c52c56505ac;;;%22	https://bidenerc.site/assets/images/common/bg_text2.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/bg_text2.png	(from https://bidenerc.site/app/dist/app.css)
12:54:43	1667/1667	---M--	200	added ('OK')	image/png	etag:%22683-660b6a22-4bcf1477e1cd50ec;;;%22	https://bidenerc.site/assets/images/common/project_56.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/project_56.png	(from https://bidenerc.site/app/dist/app.css)
12:54:45	549/549	---M--	200	added ('OK')	image/png	etag:%22225-660b69c9-c25a1296d4054e90;;;%22	https://bidenerc.site/assets/images/common/bg_text_4.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/bg_text_4.png	(from https://bidenerc.site/app/dist/app.css)
12:54:46	511/511	---M--	200	added ('OK')	image/png	etag:%221ff-660b69c9-b12971f5c679ebaf;;;%22	https://bidenerc.site/assets/images/common/bg_text4.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/bg_text4.png	(from https://bidenerc.site/app/dist/app.css)
12:54:47	573/573	---M--	200	added ('OK')	image/png	etag:%2223d-660b69c9-e410edc1702f97ce;;;%22	https://bidenerc.site/assets/images/common/bg_text_2.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/bg_text_2.png	(from https://bidenerc.site/app/dist/app.css)
12:54:48	521/521	---M--	200	added ('OK')	image/png	etag:%22209-660b69c9-8a715132560bf529;;;%22	https://bidenerc.site/assets/images/common/bg_text3.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/bg_text3.png	(from https://bidenerc.site/app/dist/app.css)
12:54:48	2755/2755	---M--	200	added ('OK')	image/png	etag:%22ac3-660b69c4-babc46095793129c;;;%22	https://bidenerc.site/assets/images/backgroup/bg_counter.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_counter.png	(from https://bidenerc.site/app/dist/app.css)
12:54:50	1589/1589	---M--	200	added ('OK')	image/png	etag:%22635-660b6a24-72b97e717239db75;;;%22	https://bidenerc.site/assets/images/common/project_8.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/project_8.png	(from https://bidenerc.site/app/dist/app.css)
12:54:50	4261/4261	---M--	200	added ('OK')	image/png	etag:%2210a5-660b69c5-8f88b0e0f6f9bedf;;;%22	https://bidenerc.site/assets/images/backgroup/bg_img_team.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_img_team.png	(from https://bidenerc.site/app/dist/app.css)
12:54:51	3945/3945	---M--	200	added ('OK')	image/png	etag:%22f69-660b69c6-911a7e52a1cd55c8;;;%22	https://bidenerc.site/assets/images/backgroup/bg_team.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_team.png	(from https://bidenerc.site/app/dist/app.css)
12:54:52	7912/7912	---M--	200	added ('OK')	image/png	etag:%221ee8-660b69c4-2261bb1143f9a1b7;;;%22	https://bidenerc.site/assets/images/backgroup/bg_box_1.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_box_1.png	(from https://bidenerc.site/app/dist/app.css)
12:54:52	654/654	---M--	200	added ('OK')	image/png	etag:%2228e-660b69c5-42e775f58e8a3388;;;%22	https://bidenerc.site/assets/images/backgroup/bg_num_box1.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_num_box1.png	(from https://bidenerc.site/app/dist/app.css)
12:54:53	8837/8837	---M--	200	added ('OK')	image/png	etag:%222285-660b69c5-c0a9a9c190937882;;;%22	https://bidenerc.site/assets/images/backgroup/bg_partner_2.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_partner_2.png	(from https://bidenerc.site/app/dist/app.css)
12:54:53	1589/1589	---M--	200	added ('OK')	image/png	etag:%22635-660b69ce-6a41a3699246a3c2;;;%22	https://bidenerc.site/assets/images/common/project_24.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/project_24.png	(from https://bidenerc.site/app/dist/app.css)
12:54:54	3402/3402	---M--	200	added ('OK')	image/png	etag:%22d4a-660b69c5-a78a83c13d95c4d0;;;%22	https://bidenerc.site/assets/images/backgroup/bg_icon_box.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_icon_box.png	(from https://bidenerc.site/app/dist/app.css)
12:54:54	2877/2877	---M--	200	added ('OK')	image/png	etag:%22b3d-660b69c5-2417b7f16b82b31e;;;%22	https://bidenerc.site/assets/images/backgroup/bg_img_team_2.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_img_team_2.png	(from https://bidenerc.site/app/dist/app.css)
12:54:55	1499/1499	---M--	200	added ('OK')	image/png	etag:%225db-660b69c9-4e7b6cc9dd2bab82;;;%22	https://bidenerc.site/assets/images/common/bg_arrow.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/common/bg_arrow.png	(from https://bidenerc.site/app/dist/app.css)
12:54:55	3610/3610	---M--	200	added ('OK')	image/png	etag:%22e1a-660b69c6-8fd151b4e716b343;;;%22	https://bidenerc.site/assets/images/backgroup/CTA.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/CTA.png	(from https://bidenerc.site/app/dist/app.css)
12:54:56	10670/10670	---M--	200	added ('OK')	image/jpeg	etag:%2229ae-660b69c6-dbddc5a2f747fe0e;;;%22	https://bidenerc.site/assets/images/backgroup/cta_2.jpg	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/cta_2.jpg	(from https://bidenerc.site/app/dist/app.css)
12:54:56	9447/9447	---M--	200	added ('OK')	image/png	etag:%2224e7-660b69c4-2e36c23c94c41256;;;%22	https://bidenerc.site/assets/images/backgroup/bg_features_h3.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_features_h3.png	(from https://bidenerc.site/app/dist/app.css)
12:54:57	10660/10660	---M--	200	added ('OK')	image/png	etag:%2229a4-660b69c5-198aa743044325b0;;;%22	https://bidenerc.site/assets/images/backgroup/bg_home3.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_home3.png	(from https://bidenerc.site/app/dist/app.css)
12:54:57	6431/6431	---M--	200	added ('OK')	image/png	etag:%22191f-660b69c5-43c73d964c5628eb;;;%22	https://bidenerc.site/assets/images/backgroup/bg_partner.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_partner.png	(from https://bidenerc.site/app/dist/app.css)
12:54:58	8478/8478	---M--	200	added ('OK')	image/png	etag:%22211e-660b69c4-9bd234eac1c70c70;;;%22	https://bidenerc.site/assets/images/backgroup/bg_faq.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_faq.png	(from https://bidenerc.site/app/dist/app.css)
12:54:58	3610/3610	---M--	200	added ('OK')	image/png	etag:%22e1a-660b69c6-fdbd651b1956f27f;;;%22	https://bidenerc.site/assets/images/backgroup/CTA_1.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/CTA_1.png	(from https://bidenerc.site/app/dist/app.css)
12:54:58	5565/5565	---M--	200	added ('OK')	image/png	etag:%2215bd-660b69c6-57ba579cfed50acf;;;%22	https://bidenerc.site/assets/images/backgroup/bg_question.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/backgroup/bg_question.png	(from https://bidenerc.site/app/dist/app.css)
12:55:03	133034/133034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22207aa-660b6978-1c0a5889f00915b4;gz%22	https://bidenerc.site/assets/font/icon/fa-brands-400.eot	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-brands-400.eot	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:03	133034/133034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22207aa-660b6978-1c0a5889f00915b4;gz%22	https://bidenerc.site/assets/font/icon/fa-brands-400.eot?	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-brands-400d41d.eot	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:05	76636/76636	---M--	200	added ('OK')	font/woff2	etag:%2212b5c-660b697a-1ff8ec8761c15591;;;%22	https://bidenerc.site/assets/font/icon/fa-brands-400.woff2	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-brands-400.woff2	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:14	132728/132728	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220678-660b697a-ca1a52dd73200655;gz%22	https://bidenerc.site/assets/font/icon/fa-brands-400.ttf	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-brands-400.ttf	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:19	89824/89824	---M--	200	added ('OK')	application/font-woff	etag:%2215ee0-660b697a-89fd7c042791ca2b;;;%22	https://bidenerc.site/assets/font/icon/fa-brands-400.woff	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-brands-400.woff	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:19	2238492/2238492	---M--	200	added ('OK')	image/png	etag:%2222281c-660b6a00-4f3db877459a6116;;;%22	https://bidenerc.site/assets/images/logo/jja.png	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/images/logo/jja.png	(from https://bidenerc.site/)
12:55:23	719417/719417	---M-Z	200	added ('OK')	image/svg+xml	etag:%22afa39-660b6984-83b5e6cdf71ac3ef;gz%22	https://bidenerc.site/assets/font/icon/fa-brands-400.svg	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-brands-400.svg	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:26	572078/572078	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228baae-660b6984-a3ff9ec51c80c3cc;gz%22	https://bidenerc.site/assets/font/icon/fa-duotone-900.eot	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-duotone-900.eot	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:35	188560/188560	---M--	200	added ('OK')	font/woff2	etag:%222e090-660b6987-33c1fd78effa0f8c;;;%22	https://bidenerc.site/assets/font/icon/fa-duotone-900.woff2	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-duotone-900.woff2	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:36	572078/572078	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228baae-660b6984-a3ff9ec51c80c3cc;gz%22	https://bidenerc.site/assets/font/icon/fa-duotone-900.eot?	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-duotone-900d41d.eot	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:43	268072/268072	---M--	200	added ('OK')	application/font-woff	etag:%2241728-660b6982-88f15d8775fe577c;;;%22	https://bidenerc.site/assets/font/icon/fa-duotone-900.woff	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-duotone-900.woff	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:45	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-656fa476-9348a0320e44ac66;gz%22	https://bidenerc.site/assets/icon/fa-light-300.eot	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/icon/fa-light-300.4d.delayed	(from https://bidenerc.site/assets/font/font-awesome.css)
12:55:59	190440/190440	---M--	200	added ('OK')	font/woff2	etag:%222e7e8-660b6996-24e5a1e261d55ed1;;;%22	https://bidenerc.site/assets/font/icon/fa-light-300.woff2	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-light-300.woff2	(from https://bidenerc.site/assets/font/font-awesome.css)
12:56:02	571780/571780	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228b984-660b6986-8589e4d65a956822;gz%22	https://bidenerc.site/assets/font/icon/fa-duotone-900.ttf	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-duotone-900.ttf	(from https://bidenerc.site/assets/font/font-awesome.css)
12:56:11	495342/495342	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2278eee-660b6991-154ce07d668fdcf;gz%22	https://bidenerc.site/assets/font/icon/fa-light-300.eot?	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-light-300d41d.eot	(from https://bidenerc.site/assets/font/font-awesome.css)
12:56:26	495060/495060	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2278dd4-660b6993-1e2c2554e1bd25a7;gz%22	https://bidenerc.site/assets/font/icon/fa-light-300.ttf	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-light-300.ttf	(from https://bidenerc.site/assets/font/font-awesome.css)
12:56:31	252876/252876	---M--	200	added ('OK')	application/font-woff	etag:%223dbcc-660b6991-c67bfbc5028bc0a2;;;%22	https://bidenerc.site/assets/font/icon/fa-light-300.woff	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-light-300.woff	(from https://bidenerc.site/assets/font/font-awesome.css)
12:56:50	455974/455974	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%226f526-660b699c-6dbb2218537f7982;gz%22	https://bidenerc.site/assets/font/icon/fa-regular-400.eot?	C:/Users/USER/OneDrive/Desktop/mr%20president/mrpresident/bidenerc.site/assets/font/icon/fa-regular-400d41d.eot	(from https://bidenerc.site/assets/font/font-awesome.css)
